,artist,album,track,track_id
994,Mary Lambert,Valentine's Day 2020,She Keeps Me Warm,3KmMInUJuEv1gxrBZvbepI
995,Royal Blood,Royal Blood,Blood Hands,0u2W89AQvH3sDVg7UX6YOT
996,Elle King,Love Stuff,Last Damn Night,475uLoRnKvvkW7cvlF9U4v
997,Elvis Presley,From Elvis in Memphis,Suspicious Minds,1H5IfYyIIAlgDX8zguUzns
998,One Direction,FOUR (Deluxe),Steal My Girl,2Bs4jQEGMycglOfWPBqrVG
999,One Direction,Take Me Home: Yearbook Edition,Little Things,7kSLdGdXLey7pzLsWpdg1h
1000,One Direction,Take Me Home: Yearbook Edition,Kiss You,0AkQbXGN4KG34TS7xLrM68
1001,One Direction,Take Me Home: Yearbook Edition,Live While We're Young,6aGjEZ7kq3YXgD0EDt80O5
1002,One Direction,Up All Night,One Thing,5G2c6FsfTzgYUzageCmfXY
1003,One Direction,Midnight Memories (Deluxe),Midnight Memories,5wjmqUGN7vrAqFqDWrywlZ
1004,One Direction,FOUR (Deluxe),Where Do Broken Hearts Go,6HFywc5eQYRRYHYTatCb5Y
1005,One Direction,FOUR (Deluxe),Stockholm Syndrome,6AzCBeiDuUXGXjznBufswB
1006,One Direction,FOUR (Deluxe),No Control,4JaLkM90MJutDAl5jD9BZX
1007,R5,Sometime Last Night (Special Edition),Let's Not Be Alone Tonight,1TpXRiPkDiBoxJFUhgWmt6
1008,R5,Loud EP1 (Spanish Edition),(I Can't) Forget About You,3xnvtYt1eVZIe1EmQpuUuP
1009,R5,Sometime Last Night (Special Edition),Heart Made Up On You,0K1M6vTh1VvhwtGgQj3uNq
1010,R5,Loud EP1 (Spanish Edition),Pass Me By,5VYofHLPFwHtSDuKC2MXtJ
1011,Lady Gaga,Til It Happens To You,Til It Happens To You,0bCCGLHflR08UVA6oJJc8I
1012,AURORA,All My Demons Greeting Me As A Friend (Deluxe),Half The World Away,21HfUACOv1lgBiYocruoW8
1013,AURORA,Running With The Wolves,In Boxes,48ToKlFeEc8qI0ndWAyFvK
1014,AURORA,Running With The Wolves,Little Boy In The Grass,0XUtbvhSlkNhSlMYALjpge
1015,AURORA,Under Stars,Under Stars,0Q7hQ2yW4389NcgDko14Nd
1016,Bloodhound Gang,Hefty Fine,Foxtrot Uniform Charlie Kilo,6uGQKWdjmKvgH1QdDCcM8N
1017,Joy Division,Substance,Love Will Tear Us Apart - 2010 Remaster,1r8oPEXqnhUVgkUkJNqEuF
1018,Joy Division,The Best Of,Shadowplay,74BIp1TJD5FFWgwE05e9So
1019,Joy Division,Substance,Transmission - 2010 Remaster,5EclH1u6hKzOV3m1I3LAc3
1020,Joy Division,Substance,Atmosphere - 2010 Remaster,5UPnBgnylUCjtAPtAH4tJY
1021,Yellowcard,Ocean Avenue,Ocean Avenue,23oxJmDc1V9uLUSmN2LIvx
1022,Green Day,Dookie,Longview,3LRJbFT9rKoKv4aW7PuBJC
1023,Avril Lavigne,Let Go,Sk8er Boi,00Mb3DuaIH1kjrwOku9CGU
1024,My Chemical Romance,The Black Parade,Famous Last Words,2d6m2F4I7wCuAKtSsdhh83
1025,Rancid,...And Out Come The Wolves,Ruby Soho,1pNlZQeoPnlxqf1Mjgm0H2
1026,Dashboard Confessional,"A Mark, A Mission, A Brand, A Scar",Hands Down,6yVSp9H2STyLeOs7pjy2w4
1027,Paramore,Riot!,Misery Business,3l9CW99AHtExIRV4hW2N5m
1028,Bad Religion,Against The Grain,21st Century (Digital Boy),7C794YeXiiSdlvGLxgabkd
1029,Rise Against,The Sufferer & The Witness,Prayer Of The Refugee,2VGQ342iuqj6aSaYbyBQVJ
1030,Taking Back Sunday,Louder Now (Deluxe Edition),MakeDamnSure,6fx1fKIs5e0pBL5FpdC7RB
1031,Jimmy Eat World,Bleed American,The Middle,6GG73Jik4jUlQCkKg9JuGO
1032,Brand New,Deja Entendu,The Quiet Things That No One Ever Knows,3IlY76VbP31zwPY0S2EMjh
1033,Say Anything,Is a Real Boy,Alive With the Glory of Love,1va84KD7DrxZ8U09Per4L8
1034,Sum 41,"All Killer, No Filler",In Too Deep,1HNE2PX70ztbEl6MLxrpNL
1035,AFI,DECEMBERUNDERGROUND,Miss Murder,0Ti2dlF2xLjXblvdU5fCxM
1036,Thrice,The Artist In The Ambulance,All That's Left,6VKP3Aru2I3OXMQX2yaMWX
1037,The Used,In Love And Death (PA + Bonus Track),All That I've Got,6IxQ0PdozaZKch1m8tGCwb
1038,MxPx,The Ever Passing Moment,Responsibility,24Chefw8th7HAf7gN20nqv
1039,Less Than Jake,Borders & Boundaries (Reissue),Gainesville Rock City,715BWutkWTksYf1pHAUYGp
1040,New Found Glory,Sticks And Stones,My Friends Over You,4pImG3RdbaGfanzQOTFgyr
1041,Pennywise,Land Of The Free?,Fuck Authority,3Id64dLhfH7z0mmcylxuNp
1042,Face To Face,Don't Turn Away,Disconnected,4TOIJR7F0dH2k32a70YS8F
1043,Plain White T's,All That We Needed,Hey There Delilah,4RCWB3V8V0dignt99LZ8vH
1044,Unwritten Law,Funk Metal Favorites,Seein' Red,01b3XYqB8CJsOprmOgaXjh
1045,Good Charlotte,Good Morning Revival,I Don't Wanna Be In Love (Dance Floor Anthem),6BLLQndvA0rLbLcIZmuuEJ
1046,Cobra Starship,Hot Mess,Good Girls Go Bad (feat. Leighton Meester),7kMfu3KUydmrFVGEAhjtyl
1047,The Academy Is...,Fast Times At Barrington High,About a Girl,5johpJIVjqU2Ki03DOA7Jr
1048,NOFX,The Greatest Songs Ever Written (By Us),Bottles To The Ground,3SoRTWU2gtK6XLZZ5I1DPI
1049,The White Tie Affair,Walk This Way,Candle (Sick And Tired),7L2njnxdaRRvDMNLuP1ZcD
1050,Ariana Grande,Christmas & Chill,Winter Things,1jhljxXlHw8K9rezXKrnow
1051,Michael Jackson,The Essential Michael Jackson,The Way You Make Me Feel - Single Version,7KFThZQCAcj8JXdPRtdrXE
1052,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA
1053,Rachel Platten,Wildfire,Stand By You,3kSXn1osC89W8JcPLozTzs
1054,Foster The People,Torches,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT
1055,P!nk,"Today's The Day (From ""The Ellen DeGeneres Show"")","Today's The Day - From ""The Ellen DeGeneres Show""",00iCRJ7pk3onHablkLyVH1
1056,OutKast,The Way You Move / Hey Ya!,Hey Ya!,3AszgPDZd9q0DpDFt4HFBy
1057,Leon Bridges,Coming Home,Smooth Sailin',3JbqwFY5q0ORO3siv5zL3A
1058,Mark Ronson,Uptown Special,Uptown Funk,32OlwWuMpZ6b0aN2RZOeMS
1059,Bill Withers,Lean on Me: The Best of Bill Withers,Lovely Day,0ACACkoHUwgfgY5CxVIL4N
1060,Pitbull,Globalization,Fun (feat. Chris Brown),6Zo3wgDE076K2AuiGZF3CS
1061,Sly & The Family Stone,The Essential Sly & The Family Stone,Everyday People,1orD9IAKp9MotxkDEhl6Mr
1062,Daryl Hall & John Oates,The Very Best of Daryl Hall / John Oates,You Make My Dreams - Remastered,7HX9f8AMBl0vQxAoAzLqhS
1063,Shy Carter,Bring It Back,Bring It Back,1f3o6PC6D1ktibi8s8Gugx
1064,Pharrell Williams,Freedom,Freedom,6RB9YvNyP0RZfCUcMtZELH
1065,The Weeknd,Beauty Behind The Madness,Can't Feel My Face,22VdIZQfgXJea34mQxlt81
1066,Miguel,Wildheart (Deluxe Version),face the sun (feat. Lenny Kravitz),1R6hlXECMJgMvgHwNpW9XX
1067,The Five Stairsteps,The First Family of Soul: The Best of The Five Stairsteps,O-o-h Child,74JdR9aXE6I74oS1BVRsvb
1068,R. Kelly,Backyard Party,Backyard Party,0sbtER6km0p7hxOUvXnXNl
1069,Rebecca & Fiona,Sayonara,Sayonara,0Zj65VBQqXiRMvO2pjhOMy
1070,Prince Royce,Back It Up,Back It Up,3fmv1CYKMru9JY6c33frlU
1071,Electric Light Orchestra,The Essential Electric Light Orchestra,Mr. Blue Sky,4lrQv8z3qq1Rl8bsc0Qy0y
1072,Whitney Houston,Whitney,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj
1073,Passion Pit,Kindred,Until We Can't (Let's Go),0RnWcmby0uEKmTsfw4R0ZZ
1074,Old Dominion,Meat and Candy,Snapback,7I5fYc4qKJddht8Ozhqqdx
1075,Paul Simon,Graceland (25th Anniversary Deluxe Edition),You Can Call Me Al,0qxYx4F3vm1AOnfux6dDxP
1076,Bleachers,Strange Desire,Rollercoaster,5L95vS64rG1YMIFm1hLjyZ
1077,The Bangles,Greatest Hits,Walk Like an Egyptian,5kT8VYnuLoZ5SZmrEvxNoY
1078,The Jackson 5,ABC,ABC,6D8kc7RO0rqBLSo2YPflJ5
1079,Life of Dillon,Prologue,Overload,5iukFyne3KAXsglJeByip0
1080,Journey,The Essential Journey,Don't Stop Believin',77NNZQSqzLNqh2A9JhLRkg
1081,Johnny Nash,I Can See Clearly Now,I Can See Clearly Now - Edit,0DcrhZ12WcCqruCs8ibXSf
1082,Harry Belafonte,The Best Of,Jump in the Line,70mAceS5ArAqVj2OwDE4db
1083,Matthew Wilder,I Don't Speak The Language,Break My Stride,1mCsF9Tw4AkIZOjvZbZZdT
1084,Cro,Dream,Dream,4bm5sh12yDPEJkWbO27pDw
1085,Beyoncé,Dangerously In Love,Crazy In Love (feat. Jay-Z),5IVuqXILoxVWvWEPm82Jxr
1086,Passion Pit,Gossamer,Take a Walk,4Sfa7hdVkqlM8UW5LsSY3F
1087,Foster The People,Torches,Don't Stop (Color on the Walls),4HRa9ZWcmZ8JD7UySPu0wT
1088,Katrina & The Waves,Katrina & The Waves,Walking On Sunshine,05wIrZSwuaVWhcv5FfqeH0
1089,Michael Jackson,Thriller 25 Super Deluxe Edition,P.Y.T. (Pretty Young Thing),5lA3pwMkBdd24StM90QrNR
1090,Pharrell Williams,G I R L,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH
1091,Madcon,Don't Worry (feat. Ray Dalton),Don't Worry (with Ray Dalton) - Radio Edit,63CSozvYUEudPp12679UVF
1092,Sly & The Family Stone,Dance To The Music,Dance to the Music,1MQWtVcs0PKsY4PA6ZvLiy
1093,Alicia Keys,Girl On Fire,Girl On Fire (feat. Nicki Minaj) - Inferno Version,3XyMPyuWwHcGMvXeJY6Qt0
1094,Shaggy,I Need Your Love,I Need Your Love,74Xdx4ezYQQlg8wKswq25T
1095,Calvin Harris,18 Months,Thinking About You (feat. Ayah Marar),1KtD0xaLAikgIt5tPbteZQ
1096,Pitbull,Globalization,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r
1097,LEN,Steal My Sunshine EP,Steal My Sunshine - Single Version,5Muvh0ooAJkSgBylFyI3su
1098,Cyndi Lauper,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),Girls Just Want to Have Fun,2zjt2hHBbiv5SuxYg8Z7eP
1099,The Foundations,The Foundations,Build Me Up Buttercup,6sPOmDulFtLzfX25zICNrC
1100,Modest Mouse,Good News For People Who Love Bad News,Float On,2lwwrWVKdf3LR9lbbhnr6R
1101,New Radicals,Maybe You've Been Brainwashed Too,You Get What You Give,1Cwsd5xI8CajJz795oy4XF
1102,Primal Scream,Screamadelica,Movin' on Up,67ncFJWaIbJdqZl1bpEppz
1103,Des'ree,I Ain't Movin',You Gotta Be,6CU0zWIWVTEnmWpSjVHM93
1104,Nina Simone,Just Like A Woman: Nina Simone Sings Classic Songs Of The '60s,Here Comes the Sun,4oSl4Ga2ecVNnV9vsdNOpZ
1105,MAGIC!,Don't Kill the Magic,Let Your Hair Down,0uQSHrFDVtbQyxNFCwm1EC
1106,The Pointer Sisters,"DISCO - 100 Hit's - Dance floor fillers from the 70s and 80s inc. The Jacksons, Boney M & Earth Wind & Fire",I'm So Excited - Single Remix,6CzdtS8IjqOboHqOEEDb6P
1107,James Brown & The Famous Flames,I Got You (I Feel Good),I Got You (I Feel Good),5haXbSJqjjM0TCJ5XkfEaC
1108,Madonna,Celebration (double disc version),Holiday,4k6ktr10Hczmh55NY3LfJy
1109,Sam Cooke,The Man Who Invented Soul,(What A) Wonderful World,2g2GkH3vZHk4lWzBjgQ6nY
1110,A Great Big World,When the Morning Comes,Hold Each Other,1qHiDbTJI7GB62W3BBFigx
1111,Wolf Alice,My Love Is Cool,Bros,2PIcAQiSOayFwJrfWc72Qc
1112,Pharrell Williams,G I R L,Come Get It Bae,24MSdaNRlLgjp8xYeJeXwZ
1113,The Cure,Greatest Hits,Friday I'm In Love,0lxt6J01WBpovNFVF87Yqa
1114,Lou Reed,Essential Rock - Definitive Rock Classics And Power Ballads,Perfect Day - Remastered,3rfTwoL8elZK758fhb5Wcq
1115,David Bowie,ChangesBowie (1990 Remaster),Heroes - Single Version; 1990 Remaster,03BELBmoN7tbHBtxV6HF7j
1116,Raury,Friends,Friends,7A6lmFpkYkHTYQqkKzo71z
1117,Wham!,Make It Big,Wake Me up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c
1118,Soren Bryce,Soren Bryce,Ride With You,782pX4BhSudOntfFvvrmcI
1119,Buster Poindexter And His Banshees Of Blue,Buster Poindexter,Hot Hot Hot,2BeFYfKuc0AZGhbeVY78ep
1120,AWOLNATION,Run,I Am,31CgjKFR1pzFO5Im365rXB
1121,Deee-Lite,Rhino Hi-Five: Deee-Lite,Groove Is in the Heart,2UVLuddklEVak5PXgC7baA
1122,The O'Jays,Happiness Forever,Love Train,3vBaPle9nMlhKHtgX479LJ
1123,"Earth, Wind & Fire",September,September,7Cuk8jsPPoNYQWXK9XRFvG
1124,Leon Bridges,Coming Home,Better Man,3kguMbJma0qhOLniGsFlKq
1125,Major Lance,The Very Best Of Major Lance,"Um, Um, Um, Um, Um, Um",39FS8GMCTRPAgHOyaNnUSl
1126,Meghan Trainor,Title (Deluxe),All About That Bass,5jE48hhRu8E6zBDPRSkEq7
1127,Betty Who,The Movement,Somebody Loves You,1b08eDsEpDUkrc3ytiRrFh
1128,Kirk Franklin,Losing My Religion,Wanna Be Happy?,7f3mNFQ9ue2uCWA8qmgEJo
1129,Marvin Gaye,United,Ain't No Mountain High Enough,7tqhbajSfrz2F7E1Z75ASX
1130,Kylie Minogue,Boombox,Can't Get You out of My Head,3RYgABHAjXGMkiDIHQiwDQ
1131,Foster The People,Torches,Helena Beat,4VbDJMkAX3dWNBdn3KH6Wx
1132,Shuggie Otis,Freedom Flight,Strawberry Letter 23,4W8IEREeLldaSQyGXcZQ2I
1133,Van Morrison,Into the Music,Bright Side of the Road,4w4Shi3xjbZBDGuhLw5LsQ
1134,Luther Vandross,The Best Of The 80's,Never Too Much,7iuT6GbzCKoyNVhbLaendu
1135,COIN,COIN,Run,6szw2Y2ywtth0oc7ODN3Tz
1136,Heymous Molly,Life's A Beach,Life's A Beach,0fn2Rjp7BOv2dFslMPoCO5
1137,Jake Owen,Real Life,Real Life,5NUvj4WX2tAQGxOF4CWJ7I
1138,The Supremes,The Supremes A' Go-Go (Expanded Edition),You Can't Hurry Love,1OppEieGNdItZbE14gLBEv
1139,The Chiffons,The Chiffons Absolutetly The Best!,One Fine Day,6vcG9EgeqJUSmmF65lxUm6
1140,Al Green,Let's Stay Together,Let's Stay Together,63xdwScd1Ai1GigAwQxE8y
1141,Stevie Wonder,The Definitive Collection,Superstition - Single Version,1h2xVEoJORqrg71HocgqXd
1142,Dusty Springfield,Dusty In Memphis,Son Of A Preacher Man,6ek9SiEj5a65WIs2EV7qiM
1143,The Marvelettes,Playboy,Playboy,5jsxE1nDuRrEgN9gmbWWYS
1144,Stevie Wonder,"Signed, Sealed And Delivered","Signed, Sealed, Delivered (I'm Yours)",2eF8pWbiivYsYRpbntYsnc
1145,Aretha Franklin,"Atlantic 60th: Soul, Sweat And Strut",Respect - 2003 Remaster,5AoTuHE5P5bvC7BBppYnja
1146,The Staple Singers,Stax Classics,I'll Take You There,5xHfZxFBcMA2akGVMM1bdk
1147,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)",I've Got a Woman,2xar08Fq5xra2KKZs5Bw9j
1148,The Crystals,Wall of Sound: The Very Best of Phil Spector 1961-1966,Then He Kissed Me,5usNPz6U1acDrkUYekGYDY
1149,Hot Chocolate,Hot Chocolate,You Sexy Thing,714hERk9U1W8FMYkoC83CO
1150,Four Tops,Four Tops Second Album,"I Can't Help Myself (Sugar Pie, Honey Bunch)",6b6IMqP565TbtFFZg9iFf3
1151,Aretha Franklin,Soul Queen,Think,0jkBzn7J5jc889TYxwvXy6
1152,Stevie Wonder,For Once In My Life,For Once In My Life,4kP69y3GKHi9tXckfgp4bK
1153,The Contours,Big Motown Hits & Hard To Find Classics - Volume 3,Do You Love Me,7mMZJztfzK7u1eSjNoQzvh
1154,Sam & Dave,Atlantic Top 60: Sweat-Soaked Soul Classics,Soul Man,6eJlEcRmeyQfTlDQBDyqkW
1155,Natalie Cole,Natalie Cole Anthology,This Will Be (An Everlasting Love),241RmK77gecJ1y7jOoQ5lu
1156,Etta James,Out Of Sight: More Sounds From The In Crowd,Something's Got A Hold On Me,4oM2SvIJ3fywKYsxSUG8Zw
1157,The Marvelettes,"Forever: The Complete Motown Albums, Volume 1",Please Mr. Postman - Stereo Version,5fNDP3NTdE69szQHUl4fFr
1158,Jr. Walker & The All Stars,Road Runner,How Sweet It Is (To Be Loved By You),5Rb211KhnOhLLXPpt8awxU
1159,Mary Wells,The One Who Really Loves You,You Beat Me To The Punch - Stereo Version,4Sz8zFchpHQVQVqVyGz5Jb
1160,Otis Redding,Pain in My Heart,Stand by Me,1aj4GXfmEYXfdVZohCpNKu
1161,The Temptations,Gettin' Ready (Expanded Edition),Get Ready,676Rf0qIOh2gKNEl9TnCOx
1162,James Brown,Cold Sweat & Other Soul Classics: James Brown,Get Up Offa That Thing,3whRKAOlJ0M3banzcChvQv
1163,Smokey Robinson & The Miracles,The 35th Anniversary Collection,I Second That Emotion,6Hd8mrDwBQ8rLo70FwFG5C
1164,The Isley Brothers,This Old Heart Of Mine,This Old Heart Of Mine (Is Weak For You),5c33j1xFVOL4G24zxYhssB
1165,The Drifters,Under The Boardwalk,Under the Boardwalk,65jrjEhWfAvysKfnojk1i0
1166,Sam & Dave,"Hold On, I'm Comin'","Hold On, I'm Comin'",6PgVDY8GTkxF3GmhVGPzoB
1167,The Velvelettes,Out Of Sight: More Sounds From The In Crowd,Needle In A Haystack,5nOwd7SBfLeenrrEoxxMsY
1168,Stevie Wonder,Songs In The Key Of Life,Sir Duke,4pNiE4LCVV74vfIBaUHm1b
1169,Bobby Day,Rockin' Robin: Greatetst Hits,Rockin' Robin,1VV27wWwZyT87Nw6Cikiy3
1170,Fontella Bass,The New Look,Rescue Me,1GY8zOFi8rC39xXnD0tKO8
1171,Marvin Gaye,Every Great Motown Hit Of Marvin Gaye,Got To Give It Up - Pt. 1,7ohR0qPH6f2Vuj2pUNanJG
1172,Ann Peebles,I Can't Stand the Rain,I Can't Stand the Rain,0CcL4kSHKIEwF3IW0BGgb6
1173,The Supremes,Where Did Our Love Go,Come See About Me,307kcWJQNMdiYYKj1LgClU
1174,Aretha Franklin,This Girl's in Love with You,Son of a Preacher Man,4uCbetXW9LStYPUjCpBVp9
1175,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)","Hallelujah, I Love Her So",5P11rW6aJErF37MTfRZS31
1176,Little Richard,He's Got It,Tutti Frutti,1xjYJJy5TFFVD9tStu2hfw
1177,Mary Wells,Mary Wells Sings My Guy,My Guy,4591VqUIXysNlmI5NcAIUd
1178,James Brown,The 50th Anniversary Collection,Papa's Got A Brand New Bag (Part 1) - Single Version,2YHAWQbkx7a8cgQVR8yDGO
1179,Four Tops,Motown Legends: Bernadette,Reach Out I'll Be There - Single Version / Mono,6tYIQpc9rX2wTBtb9Rh37K
1180,Funkadelic,Maggot Brain,Can You Get to That,2liDEMyPVzDDLXKUnyiznA
1181,The Shirelles,Sing To Trumpets And Strings,Mama Said,2Qs5tJfqwvz3rEqzfORrVP
1182,Marlena Shaw,Rhythm & Soul 100,California Soul,5WbixMNFGb7azoyrrXyRg7
1183,Stevie Wonder,Up-Tight Everything's Alright,Uptight (Everything's Alright),5q5q7yDHiVkBnaivsda4TN
1184,Otis Redding,Otis Blue: Otis Redding Sings Soul (Collector's Edition),My Girl,5zQyqgNXKzhifkivumzxDS
1185,The Isley Brothers,It's Your Thing: The Story Of The Isley Brothers,"Shout, Pts. 1 & 2",5TUa3AsgSh3kJIuXn42wig
1186,Eddie Floyd,Knock On Wood,Knock on Wood,3YJx77Xx8JSwEoxqrkQO5c
1187,Martha Reeves & The Vandellas,Heat Wave,(Love Is Like A) Heat Wave,3VgrSJEKBRT3xmwzpaxxEF
1188,Jr. Walker & The All Stars,Shotgun,Shotgun,6VzM9C7CXyn1BQdgTJVqDx
1189,The Supremes,Where Did Our Love Go,Baby Love,5uES1C2NgkdrNHiCwf9jRr
1190,Chuck Berry,St. Louis To Liverpool,No Particular Place To Go,3qt3ybU6MScMxMKL2TYBvt
1191,Edwin Starr,War And Peace,War,4ZEEcEMGjkWOfZNBcIB9yE
1192,The Meters,Funkify Your Life: The Meters Anthology,Cissy Strut,7b8s4Z0abQQ4x4jpct4GjR
1193,Wilson Pickett,Rhino Hi-Five: Wilson Pickett,Land of 1000 Dances,61w1Ry5X8UUsbNoPG7zRP1
1194,The Temptations,The Temptations Sing Smokey,My Girl,745H5CctFr12Mo7cqa1BMH
1195,The Supremes,More Hits By The Supremes,Stop! In The Name Of Love - Single Version,52FlwUMMDnTK8TGkCag9Jd
1196,Clarence Carter,Atlantic Top 60: Sweat-Soaked Soul Classics,Snatching It Back,58IiROv3C3SPnYEmx8zxcE
1197,Bettye Swann,The Money Recordings,Make Me Yours,2u0TWxcEOhIwSzyIAwxdIs
1198,Arthur Conley,Rhino Hi-Five: Arthur Conley,Sweet Soul Music,0pvA063uNyGQFp7DNtmk0P
1199,Martha Reeves & The Vandellas,Dance Party,Dancing In The Street,6rLqjzGV5VMLDWEnuUqi8q
1200,James Brown & The Famous Flames,I Got You (I Feel Good),I Got You (I Feel Good),5haXbSJqjjM0TCJ5XkfEaC
1201,The Isley Brothers,It's Your Thing: The Story Of The Isley Brothers,It's Your Thing,2oezpnnea1VXHpJEbqnBhw
1202,Fats Domino,The Fats Domino Jukebox: 20 Greatest Hits The Way You Originally Heard Them,Ain't That A Shame? - Remastered 2002,4U2b99X9hSSDjPbHCpIeJj
1203,Don Covay,Mercy!,"Mercy, Mercy",12w6nPwHLEwgdvJu3vHoRF
1204,Betty Bibbs,For Connoisseurs Only Vol 2,Enough for Everybody,7xHaq6TiUZtTYoTQjNmxaA
1205,The Jackson 5,Diana Ross Presents The Jackson 5,Who's Lovin' You,6cZrsaNb4Zo9E5KHk7gcz5
1206,Sam Cooke,The Man Who Invented Soul,Chain Gang,1sK10Me7qS9em2QTx6dYRe
1207,Four Mints,Gently Down Your Stream,Keep On Loving You,1c9AT2KcZ3p7uuYZd61EL2
1208,Percy Sledge,The Ultimate Collection - When A Man Loves A Woman,You Really Got a Hold on Me,7zvwxa2s4zIX7y49plhrmo
1209,Commodores,The Very Best Of The Commodores,Easy,0wtHjEAzLYYyGuk2WtpGwS
1210,Etta James,At Last!,I Just Want To Make Love To You - Single Version,3QnHWkNMY2mpy494Bis0ly
1211,Rex Williams,Nigeria 70 - Lagos Jump,You Are My Heart,0Ky98GMSlZQdctbAhU3I0Z
1212,Sharon Jones & The Dap-Kings,Soul Men - Original Motion Picture Soundtrack,Just Dropped In (To See What Condition My Condition Was In),6spiyzG5pcVZNJVGwEZ1i3
1213,Frank Wilson,Soul - One in a Million,Do I Love You (Indeed I Do),08QLNLM2Ops9H4yWDBfcPt
1214,Bill Withers,Happiness Forever,Lovely Day,2o6YlVT9x5cTQazHLnaryG
1215,The Temptations,Meet The Temptations,The Way You Do The Things You Do,3496rr5XSGD6n1Z1OKXovb
1216,Otis Redding,Otis Blue: Otis Redding Sings Soul (Collector's Edition),Shake - 2008 Remaster,6RkyopJ2y0DnoIrq57zrap
1217,Patty & The Emblems,"Mixed-Up, Shook-Up Girl","Mixed-Up, Shook-Up Girl",1pVFchEqnrpIEtuGrB4srT
1218,James Brown,Black Caesar,The Boss,6LzjgzpVl0hB3YrBU1b8Z1
1219,The Spinners,The Very Best Of,The Rubberband Man,4Q5HmyNvQHlfylzGY7V3Wr
1220,Adele,Hello,Hello,1MDoll6jK4rrk2BcFRP5i7
1221,Andra Day,Cheers To The Fall,Rise Up,0tV8pOpiNsKqUys0ilUcXz
1222,Frances,Things I've Never Said,Let It Out,3ZCYlXgi100xmLfpGng9C9
1223,Ruth B.,Lost Boy,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU
1224,Family of the Year,Loma Vista,Hero,0yKK9to5WLMT35x8dRU1W5
1225,Benjamin Francis Leftwich,Last Smoke Before The Snowstorm,Shine,1z7ipCbtUKz3Nepd2r39bc
1226,John Mayer,Continuum,Waiting On the World to Change,5imShWWzwqfAJ9gXFpGAQh
1227,The Lumineers,The Lumineers (Deluxe Edition),Ho Hey,1K3LRUEcUz5FMtPYyg0F45
1228,Jason Mraz,Love Someone,Love Someone,5HgYrY0MHqt5Iwd2aRR0xh
1229,John Mayer,XO,XO,7cpCU3Denug5NGZsSpQl8v
1230,The Script,#3 Deluxe Version,Hall of Fame,7wMq5n8mYSKlQIGECKUgTX
1231,Hozier,Hozier,Cherry Wine - Live,4Q66chx9WzqWcLItXoZ5r4
1232,Sam Smith,In The Lonely Hour,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN
1233,Nate Ruess,Nothing Without Love,Nothing Without Love,1lAnSi0iSTbto9WnRcnyC1
1234,Ria Mae,Clothes Off,Clothes Off - Single Version,0ynNBNRP04AVB599YiMHQW
1235,Birdy,Tee Shirt,Tee Shirt - Soundtrack Version,3C5in0EVdoGepp5bA6lhlE
1236,Amy Winehouse,Back To Black (Deluxe Edition),"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",6nLvaCZFR1wEzW3sIKpsnr
1237,Macy Gray,On How Life Is,I Try,5TAf4lnZCZTLlZHNZMLFLi
1238,Lana Del Rey,Born To Die - The Paradise Edition,Video Games - Remastered,0fBSs3fRoh1yJcne77fdu9
1239,Hozier,Hozier,Take Me To Church,3dYD57lRAUcMHufyqn9GcI
1240,Beyoncé,B'Day Deluxe Edition,Irreplaceable,6RX5iL93VZ5fKmyvNXvF1r
1241,Anna Kendrick,Cups (Pitch Perfect’s “When I’m Gone”),Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,2sCl0FFOzZSmYZs90zOpd1
1242,Vance Joy,Dream Your Life Away,Mess Is Mine,7BVwi9cIzSc6tpyxsp47vJ
1243,Alicia Keys,The Element Of Freedom,Empire State of Mind (Part II) Broken Down,5sra5UY6sD658OabHL3QtI
1244,Tor Miller,American English,Headlights,2TIap6zrvY3Gb37vhtZciR
1245,The Wallflowers,Bringing Down The Horse,One Headlight,0z1b34WikhOH9ZxU8QDWcv
1246,Adele,21,Rolling in the Deep,1eq1wUnLVLg4pdEfx9kajC
1247,Common,Glory (From the Motion Picture Selma),Glory (From the Motion Picture Selma),2fmqPLRFdJNPhLU3b2NSFp
1248,Snow Patrol,Chasing Cars,Chasing Cars,0rpIH5otu7ykvZPdcQuRPh
1249,Boyce Avenue,"Cover Sessions, Vol. 3",We Are Never Ever Getting Back Together,11Cj81k47pRI6PW7QBk57Z
1250,Jessie Ware,Tough Love (Deluxe),Say You Love Me,7fex2V7RzWl9nCKyILjibB
1251,Tristan Prettyman,Back to Home,Open up Your Eyes,4xbHz6WrKIZaIb7omWi7Jr
1252,Kina Grannis,Elements,The Fire,6j7oqmFB8mlCfmakwfQU1A
